Quotazioni Fantacalcio Stagione 2026 27,,,,,,,,,,,,
Id,R,RM,Nome,Squadra,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M
6618,C,W;T,Cissè A.,Milan,5,3,2,5,3,2,24,24
22,C,M;C,De Roon,Roma,4,4,0,4,5,-1,10,13
6054,C,M;C,Moro N.,Bologna,4,4,0,4,4,0,14,17
6895,C,W;A,Dominguez B.,Sassuolo,4,3,1,3,2,1,12,12
7127,C,W;A,Addai,Como,4,5,-1,4,4,0,10,8
6206,C,C;T,Fabbian,Parma,4,4,0,4,4,0,8,8
7473,C,M;C,Cichella,Frosinone,4,4,0,4,4,0,12,15
6506,C,W,Fini ,Frosinone,4,3,1,3,2,1,13,13
7341,C,M;C,Amorim,Genoa,4,4,0,5,5,0,11,13
4970,C,W;T,Messias,Genoa,4,3,1,4,3,1,8,8
2857,C,W;T,Traorè Hj.,Genoa,4,5,-1,4,5,-1,11,11
2529,C,C,Mkhitaryan,Inter,4,5,-1,4,5,-1,9,9
4911,C,C,Douglas Luiz,Juventus,4,4,0,4,4,0,15,15
333,C,M;C,Cataldi,Lazio,4,4,0,4,5,-1,12,15
7322,C,M;C,Ngom,Lecce,4,4,0,5,5,0,12,15
6015,C,C;T,Berisha M.,Lecce,4,5,-1,4,5,-1,12,12
7318,C,C;T,Gandelman,Lecce,4,5,-1,4,5,-1,10,10
5453,C,M;C,Ricci S.,Como,4,4,0,4,4,0,12,15
4199,C,C;T,Loftus-Cheek,Milan,4,4,0,4,4,0,16,16
6252,C,C;T,Folorunsho,Monza,4,4,0,4,4,0,17,17
6207,C,W;A,Almqvist,Parma,4,4,0,3,3,0,11,11
6005,C,M;C,Ilkhan,Torino,4,4,0,5,5,0,8,10
6827,C,W;A,Njie,Fiorentina,4,4,0,4,3,1,28,28
7208,C,M;C,Miller L.,Udinese,4,3,1,4,3,1,12,15
7550,C,M;C,Grillitsch,Frosinone,4,5,-1,4,5,-1,10,13
7579,C,C;T,Massolin,Cagliari,4,4,0,4,4,0,12,12
6024,C,M;C,Sulemana I.,Sassuolo,3,3,0,3,3,0,7,8
1871,C,M;C,Deiola,Cagliari,3,3,0,3,3,0,8,8
4947,C,C;T,Brescianini,Fiorentina,3,3,0,3,3,0,11,11
6241,C,C;T,Gelli F.,Frosinone,3,3,0,3,3,0,6,6
6917,C,M;C,Masini,Frosinone,3,2,1,3,2,1,8,10
6503,C,M;C,Stankovic A.,Inter,3,3,0,3,3,0,7,9
7248,C,M;C,Gorter,Lecce,3,1,2,3,1,2,12,15
5457,C,M;C,Maleh,Lecce,3,2,1,3,2,1,7,9
5295,C,C;W,Musah,Milan,3,2,1,3,2,1,15,15
7477,C,M;C,Colombo L.,Monza,3,3,0,3,3,0,4,5
5131,C,M;C,Gilmour,Napoli,3,3,0,3,3,0,10,10
7138,C,M;C,Ordonez C.,Parma,3,2,1,3,2,1,10,13
7536,C,W;A,Diallo O.,Parma,3,3,0,2,2,0,12,10
7183,C,W;A,Aboukhlal,Torino,3,3,0,2,2,0,5,4
5872,C,C;T,Helgason,Venezia,3,3,0,3,3,0,3,3
801,C,M;C,Gagliardini,Cagliari,3,3,0,4,4,0,8,9
7232,C,T;A,Fernandez T.,Venezia,3,3,0,2,2,0,8,6
6225,C,M;C,El Azzouzi O.,Bologna,2,2,0,2,2,0,10,12
6815,C,W,Fadera,Cagliari,2,2,0,2,2,0,12,10
6903,C,C;T,Hasa,Frosinone,2,2,0,2,2,0,5,5
6980,C,W,Venturino,Genoa,2,2,0,2,2,0,4,4
6191,C,M;C,Belahyane,Lazio,2,1,1,2,1,1,3,3
5880,C,E;W,Ciurria,Monza,2,2,0,2,2,0,6,6
7276,C,E;C,Cremaschi,Parma,2,1,1,2,1,1,3,3
6219,C,M;C,Boloca,Sassuolo,2,2,0,2,2,0,5,5
6246,C,M;C,Lipani,Sassuolo,2,2,0,2,2,0,5,5
6212,C,M;C,Zarraga,Udinese,2,1,1,2,1,1,4,4
7418,C,W;T,Chakvetadze,Udinese,2,2,0,2,2,0,6,6
526,C,C,Duncan,Venezia,2,2,0,2,2,0,4,4
6592,C,W;T,Forson O.,Monza,2,1,1,2,1,1,1,1
7574,C,C,Foe Ondoa,Monza,2,1,1,2,1,1,2,2
7092,C,W;T,Jovanovic,Udinese,2,2,0,2,2,0,5,5
7165,C,M;C,Liteta,Cagliari,1,1,0,1,1,0,1,1
7357,C,C;T,Lahdo,Como,1,1,0,1,1,0,1,1
7456,C,M;C,El Azzouzi A.,Frosinone,1,1,0,1,1,0,1,1
5725,C,C,Kone B.,Frosinone,1,1,0,1,1,0,3,3
7345,C,W;T,Przyborek,Lazio,1,1,0,1,1,0,5,5
6410,C,M;C,Kaba,Lecce,1,1,0,1,1,0,2,2
7319,C,M;C,Fofana Sa.,Lecce,1,1,0,1,1,0,1,1
5007,C,M;C,Ilic,Lecce,1,1,0,1,1,0,10,13
6889,C,C;T,Anjorin,Torino,1,1,0,1,1,0,4,4
7481,C,C,Dagasso,Venezia,1,1,0,1,1,0,1,1
7571,C,W;A,Laerke,Lecce,1,1,0,1,1,0,1,1
7572,C,M;C,Comotto,Milan,1,1,0,1,1,0,1,1
7575,C,C,Mout,Monza,1,1,0,1,1,0,12,12
5462,C,W,Ciervo,Cagliari,1,1,0,1,1,0,1,1
5585,A,Pc,Malen,Roma,38,34,4,38,34,4,450,450
2764,A,Pc,Martinez L.,Inter,33,35,-2,33,35,-2,361,361
4871,A,Pc,Thuram,Inter,28,29,-1,28,29,-1,249,249
6052,A,Pc,Hojlund,Napoli,28,28,0,28,28,0,260,260
6397,A,Pc,Ramos G.,Milan,27,27,0,27,27,0,237,237
5951,A,Pc,Kolo Muani,Juventus,25,26,-1,25,26,-1,165,165
2097,A,Pc,Kean,Como,24,25,-1,24,25,-1,183,183
6752,A,A,Woltemade,Juventus,23,23,0,23,23,0,160,160
7017,A,Pc,Douvikas,Como,22,20,2,22,20,2,185,185
6434,A,A,Yildiz,Juventus,22,23,-1,23,24,-1,100,100
2137,A,Pc,Scamacca,Atalanta,19,19,0,18,18,0,110,110
531,A,A,Berardi,Sassuolo,19,18,1,20,19,1,106,106
5637,A,Pc,Davis K.,Udinese,19,19,0,19,19,0,108,108
6435,A,Pc,Krstovic,Atalanta,18,18,0,17,17,0,98,98
5995,A,A,De Ketelaere,Atalanta,17,17,0,18,18,0,95,95
7071,A,Pc,Esposito F.P.,Inter,17,16,1,17,16,1,105,105
309,A,A,Dybala,Roma,16,14,2,17,15,2,100,100
6675,A,Pc,Dovbyk,Bologna,15,16,-1,15,16,-1,51,48
6060,A,A,Laurientè,Sassuolo,15,15,0,16,16,0,83,83
4371,A,A,Raspadori,Atalanta,14,13,1,15,14,1,73,70
7351,A,W;A,Santos A.,Napoli,14,14,0,15,15,0,61,61
7023,A,Pc,Pellegrino M.,Fiorentina,14,15,-1,14,15,-1,40,37
6572,A,Pc,Castro S.,Roma,14,14,0,13,13,0,70,70
2061,A,Pc,Simeone,Torino,14,15,-1,14,15,-1,80,77
5694,A,Pc,Beto,Fiorentina,14,14,0,14,14,0,50,50
5734,A,A,Soulè,Roma,13,12,1,14,13,1,48,48
4463,A,A,Esposito Se.,Sassuolo,12,13,-1,13,14,-1,40,40
6967,A,W;A,Diao,Como,12,11,1,13,12,1,50,50
2038,A,Pc,Pinamonti,Lazio,12,13,-1,11,12,-1,53,50
7547,A,Pc,Kevin Carlos,Cagliari,12,13,-1,11,12,-1,36,33
4923,A,Pc,Colombo,Genoa,11,11,0,10,10,0,52,49
7484,A,Pc,Adams A.,Venezia,11,12,-1,10,11,-1,35,35
6646,A,A,Adams C.,Torino,10,9,1,11,10,1,33,33
6229,A,Pc,Tourè E.,Parma,10,11,-1,10,11,-1,37,34
7554,A,Pc,Romero D.,Parma,10,10,0,10,10,0,37,34
5436,A,Pc,Raimondo,Frosinone,9,7,2,8,6,2,27,24
2155,A,Pc,Cutrone,Monza,9,9,0,8,8,0,23,20
7347,A,Pc,Bowie,Sassuolo,9,10,-1,8,9,-1,32,32
6904,A,A,Yeboah J.,Venezia,9,8,1,9,8,1,27,27
7612,A,Pc,Bobcek,Frosinone,9,9,0,9,9,0,31,28
4359,A,Pc,Piccoli,Bologna,8,8,0,7,7,0,29,26
6530,A,W;A,Ghedjemis,Frosinone,8,9,-1,9,10,-1,23,25
6164,A,A,Vitinha O.,Genoa,8,8,0,8,8,0,13,13
5029,A,Pc,Geubbels,Lecce,8,9,-1,7,8,-1,23,20
7600,A,Pc,Osmajic,Genoa,8,8,0,7,7,0,28,25
6669,A,Pc,Bonny,Inter,7,7,0,6,6,0,15,12
2832,A,W;A,Boga,Juventus,7,6,1,7,7,0,27,30
7523,A,Pc,Varela G.,Monza,7,3,4,7,3,4,40,37
7449,A,Pc,Rrahmani Al.,Venezia,7,8,-1,6,7,-1,13,10
7623,A,W;A,Gnonto,Fiorentina,7,7,0,8,8,0,25,27
5918,A,A,Sulemana K.,Atalanta,6,6,0,6,6,0,8,8
6204,A,W;A,Kvernadze,Frosinone,6,4,2,7,5,2,24,24
6556,A,A,Noslin,Lazio,6,6,0,6,6,0,8,8
7252,A,Pc,Stulic,Lecce,6,7,-1,6,6,0,11,10
6831,A,W;A,Neres,Napoli,6,6,0,6,7,-1,20,20
608,A,Pc,Zapata D.,Torino,6,7,-1,6,6,0,12,10
7620,A,A,Zeballos,Monza,6,6,0,6,6,0,18,18
4896,A,T;A,Maldini,Cagliari,5,5,0,6,6,0,21,21
7610,A,Pc,Birligea,Frosinone,5,5,0,5,5,0,11,11
6145,A,A,Ngonge,Monza,5,5,0,5,5,0,13,13
6243,A,Pc,Borrelli,Cagliari,4,4,0,3,3,0,9,7
7374,A,Pc,Mendy P.,Cagliari,4,4,0,4,3,1,12,10
7453,A,Pc,Havel,Genoa,4,4,0,3,3,0,5,5
7001,A,W;A,N'Dri,Lecce,4,3,1,4,4,0,12,12
6519,A,Pc,Camarda,Milan,4,5,-1,4,4,0,20,17
5882,A,A,Mota,Monza,4,5,-1,4,5,-1,8,8
7162,A,A,Giovane,Napoli,4,4,0,4,4,0,7,7
7120,A,A,Lang,Napoli,4,3,1,4,3,1,14,14
6215,A,Pc,Lucca,Napoli,4,3,1,4,3,1,12,10
7213,A,A,Frigan,Parma,4,5,-1,4,5,-1,6,6
7349,A,Pc,Kulenovic,Torino,4,4,0,3,3,0,9,7
7272,A,Pc,Gueye,Udinese,4,4,0,4,3,1,7,6
4387,A,Pc,Adorante,Venezia,4,5,-1,4,4,0,8,8
7546,A,A,Robinson J.,Monza,4,4,0,4,4,0,5,5
2012,A,Pc,Milik,Juventus,4,5,-1,4,4,0,10,10
7602,A,W;A,Fatah,Lecce,4,4,0,5,5,0,14,14
5336,A,Pc,Nzola,Cagliari,4,4,0,4,4,0,10,10
6822,A,A,Ekhator,Juventus,3,3,0,3,3,0,10,10
7342,A,Pc,Elphege,Parma,3,3,0,3,3,0,11,10
7561,A,A,Lontani,Parma,3,1,2,3,1,2,11,11
7627,A,Pc,Enem,Bologna,2,2,0,2,2,0,4,4
7317,A,Pc,Trepy,Cagliari,1,1,0,1,1,0,2,2
7161,A,Pc,Bayo V.,Udinese,1,1,0,1,1,0,3,3
7408,A,W;A,Lisman,Venezia,1,1,0,1,1,0,1,1
7482,A,Pc,Lauberbach,Venezia,1,1,0,1,1,0,1,1
7568,A,Pc,De Martis,Parma,1,1,0,1,1,0,1,1
7622,A,A,Robinho Junior,Genoa,1,1,0,1,1,0,3,3
